sl_no,date,Name,Product_name,price
534,17-Mar-2018,SRIGANGANAGAR (GRAIN),KAPAS AMERICAN  - अमेरिकन कपास , 4086.00 / QUINTA
535,17-Mar-2018,SRIGANGANAGAR (GRAIN),KAPAS DESHI  - कपास देशी , 5460.00 / QUINTA
536,17-Mar-2018,SRIGANGANAGAR (GRAIN),MOONG (LOCAL)  - मूंग (स्थानीय) , 4169.00 / QUINTA
537,17-Mar-2018,SRIGANGANAGAR (GRAIN),MUSTARD (LAHA)  - सरसों (laha) , 3178.00 / QUINTA
538,17-Mar-2018,SRIGANGANAGAR (GRAIN),WHEAT 1482  - गेहूं 1482 , 1502.00 / QUINTA
,,,,
539,17-Mar-2018,SRIKARANPUR,GOWAR  - ग्वार , 3103.00 / QUINTA
540,17-Mar-2018,SRIKARANPUR,GRAM  - चना , 3948.00 / QUINTA
541,17-Mar-2018,SRIKARANPUR,KAPAS AMERICAN  - अमेरिकन कपास , 3935.00 / QUINTA
542,17-Mar-2018,SRIKARANPUR,MOONG (LOCAL)  - मूंग (स्थानीय) , 3600.00 / QUINTA
543,17-Mar-2018,SRIKARANPUR,MUSTARD (LAHA)  - सरसों (laha) , 3053.00 / QUINTA
544,17-Mar-2018,SRIKARANPUR,WHEAT 1482  - गेहूं 1482 , 1275.00 / QUINTA
,,,,
545,17-Mar-2018,SRIVIJAYNAGAR,GOWAR  - ग्वार , 2977.00 / QUINTA
546,17-Mar-2018,SRIVIJAYNAGAR,GRAM  - चना , 4098.00 / QUINTA
547,17-Mar-2018,SRIVIJAYNAGAR,KAPAS AMERICAN  - अमेरिकन कपास , 4184.00 / QUINTA
548,17-Mar-2018,SRIVIJAYNAGAR,MOONG (LOCAL)  - मूंग (स्थानीय) , 3735.00 / QUINTA
549,17-Mar-2018,SRIVIJAYNAGAR,MUSTARD (LAHA)  - सरसों (laha) , 2933.00 / QUINTA
550,17-Mar-2018,SRIVIJAYNAGAR,WHEAT 1482  - गेहूं 1482 , 1461.00 / QUINTA
551,17-Mar-2018,SUJANGARH,BAJRA BOLD  - बाजरा बोल्ड , 1044.00 / QUINTA
552,17-Mar-2018,SUJANGARH,GOWAR  - ग्वार , 2822.00 / QUINTA
553,17-Mar-2018,SUJANGARH,GROUNDNUT (WHITE)  - मूंगफली (सफेद) , 2946.00 / QUINTA
554,17-Mar-2018,SUJANGARH,MOONG (LOCAL)  - मूंग (स्थानीय) , 3424.00 / QUINTA
555,17-Mar-2018,SUJANGARH,MOTH  - मोठ , 2457.00 / QUINTA
556,17-Mar-2018,SUJANGARH,TIL (GAJJAR)  - तिल (गज्जर) , 4814.00 / QUINTA
557,17-Mar-2018,SURATGARH,BAJRA BOLD  - बाजरा बोल्ड , 1038.00 / QUINTA
558,17-Mar-2018,SURATGARH,GOWAR  - ग्वार , 3216.00 / QUINTA
559,17-Mar-2018,SURATGARH,GRAM  - चना , 4056.00 / QUINTA
560,17-Mar-2018,SURATGARH,KAPAS AMERICAN  - अमेरिकन कपास , 3993.00 / QUINTA
561,17-Mar-2018,TONK,BAJRA BOLD  - बाजरा बोल्ड , 938.00 / QUINTA
562,17-Mar-2018,TONK,BARLEY  - जौ , 1121.00 / QUINTA
563,17-Mar-2018,TONK,GOWAR  - ग्वार , 2162.00 / QUINTA
564,17-Mar-2018,TONK,JOWAR WHITE  - सफेद ज्वार , 1575.00 / QUINTA
565,17-Mar-2018,TONK,MAIZE RED  - लाल मक्का , 995.00 / QUINTA
566,17-Mar-2018,TONK,MOONG (LOCAL)  - मूंग (स्थानीय) , 3171.00 / QUINTA
567,17-Mar-2018,TONK,MUSTARD (LAHA)  - सरसों (laha) , 2786.00 / QUINTA
568,17-Mar-2018,TONK,TIL (GAJJAR)  - तिल (गज्जर) , 5416.00 / QUINTA
569,17-Mar-2018,TONK,URAD (LOCAL)  - उड़द (स्थानीय) , 3214.00 / QUINTA
570,17-Mar-2018,TONK,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1340.00 / QUINTA
,,,,
571,17-Mar-2018,UDAIPUR,BAJRA SMALL  - छोटे बाजरा , 1247.00 / QUINTA
572,17-Mar-2018,UDAIPUR,BARLEY  - जौ , 1251.00 / QUINTA
573,17-Mar-2018,UDAIPUR,CHILLIES DRY  - सूखी मिर्च , 9680.00 / QUINTA
574,17-Mar-2018,UDAIPUR,GOWAR  - ग्वार , 2807.00 / QUINTA
575,17-Mar-2018,UDAIPUR,GRAM  - चना , 4316.00 / QUINTA
576,17-Mar-2018,UDAIPUR,GUR (WHOLE SALE)  - गुड़ (थोक में) , 2959.00 / QUINTA
,,,,
577,17-Mar-2018,UDAIPUR,JOWAR WHITE  - सफेद ज्वार , 1320.00 / QUINTA
578,17-Mar-2018,UDAIPUR,MAIZE WHITE  - सफेद मक्का , 1193.00 / QUINTA
579,17-Mar-2018,UDAIPUR,MUSTARD (LAHA)  - सरसों (laha) , 2915.00 / QUINTA
580,17-Mar-2018,UDAIPUR,SOYABEAN YELLOW  - पीला सोयाबीन , 2342.00 / QUINTA
581,17-Mar-2018,UDAIPUR,SUGAR (WHOLE SALE)  - चीनी (थोक में) , 3519.00 / QUINTA
582,17-Mar-2018,UDAIPUR,TARAMIRA  - तारामीरा  , 4275.00 / QUINTA
583,17-Mar-2018,UDAIPUR,URAD (LOCAL)  - उड़द (स्थानीय) , 3605.00 / QUINTA
584,17-Mar-2018,UDAIPUR,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1346.00 / QUINTA
585,17-Mar-2018,UDAIPUR (F & V),APPLE  - सेब , 2520.00 / QUINTA
586,17-Mar-2018,UDAIPUR (F & V),BANANA  - केला , 748.00 / QUINTA
587,17-Mar-2018,UDAIPUR (F & V),BOTTLE GOURD  - लौकी , 989.00 / QUINTA
588,17-Mar-2018,UDAIPUR (F & V),CABBAGE  - गोभी , 1840.00 / QUINTA
589,17-Mar-2018,UDAIPUR (F & V),CAPSICUM  - शिमला मिर्च , 3360.00 / QUINTA
590,17-Mar-2018,UDAIPUR (F & V),CAULI FLOWER  - गोभी , 1890.00 / QUINTA
591,17-Mar-2018,UDAIPUR (F & V),CHILLY  - चिल्ली , 1820.00 / QUINTA
592,17-Mar-2018,UDAIPUR (F & V),CLUSTER BEANS  - ग्वार फली , 1540.00 / QUINTA
593,17-Mar-2018,UDAIPUR (F & V),CUCUMBER(L)  - खीरा (L) , 1175.00 / QUINTA
594,17-Mar-2018,UDAIPUR (F & V),GARLIC  - लहसुन , 1558.00 / QUINTA
595,17-Mar-2018,UDAIPUR (F & V),GINGER  - अदरक , 1806.00 / QUINTA
596,17-Mar-2018,UDAIPUR (F & V),GRAPES  - अंगूर , 3338.00 / QUINTA
597,17-Mar-2018,UDAIPUR (F & V),GREEN PEAS  - हरी मटर , 5280.00 / QUINTA
598,17-Mar-2018,UDAIPUR (F & V),LEMON  - नींबू , 2175.00 / QUINTA
599,17-Mar-2018,UDAIPUR (F & V),MOSAMBI  - मौसंबी , 1935.00 / QUINTA
600,17-Mar-2018,UDAIPUR (F & V),OKRA (LADY FINGER)  - भिन्डी , 1700.00 / QUINTA
601,17-Mar-2018,UDAIPUR (F & V),ONION  - प्याज , 1780.00 / QUINTA
602,17-Mar-2018,UDAIPUR (F & V),ORANGE  - नारंगी , 1113.00 / QUINTA
,,,,
603,17-Mar-2018,UDAIPUR (F & V),PAPAYA  - पपीता , 1275.00 / QUINTA
604,17-Mar-2018,UDAIPUR (F & V),PINE APPLE  - अनानास , 2115.00 / QUINTA
605,17-Mar-2018,UDAIPUR (F & V),POME GRANATE  - अनार , 3485.00 / QUINTA
606,17-Mar-2018,UDAIPUR (F & V),POTATO  - आलू , 340.00 / QUINTA
607,17-Mar-2018,UDAIPUR (F & V),PUMPKIN  - कद्दू , 374.00 / QUINTA
608,17-Mar-2018,UDAIPUR (F & V),RADDISH  - मूली , 653.00 / QUINTA
,,,,
609,17-Mar-2018,UDAIPUR (F & V),RIDGE GOURD  - तुरई , 2958.00 / QUINTA
610,17-Mar-2018,UDAIPUR (F & V),SAPOTA  - चीकू , 1047.00 / QUINTA
611,17-Mar-2018,UDAIPUR (F & V),TOMATO  - टमाटर , 2175.00 / QUINTA
612,17-Mar-2018,UDAIPUR (F & V),WATER MELON  - तरबूज , 498.00 / QUINTA
,,,,
,,,,
